time,id,rssi
1708891602690 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -78
1708891602690 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891603794 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891603794 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891603794 , 8ebc2114-4abd-ba0d-b7c6-ff0f0020001b , -68
1708891604900 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891604900 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891606009 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -74
1708891606009 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -93
1708891607130 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708891607130 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -91
1708891608238 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708891608238 , 8ebc2114-4abd-ba0d-b7c6-ff0f0020001b , -78
1708891608238 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891609346 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708891609346 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891610454 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -85
1708891610454 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891611558 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891612667 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891613789 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -85
1708891614906 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -77
1708891614906 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -91
1708891616027 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891616027 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -91
1708891617136 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891617136 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -91
1708891618246 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891618246 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -93
1708891622717 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -85
1708891623818 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891623818 , 8ebc2114-4abd-ba0d-b7c6-ff0f0020001b , -73
1708891624938 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891626061 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -83
1708891627181 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891627181 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -93
1708891628299 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891628299 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891629412 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891629412 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891630532 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891630532 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891631648 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -74
1708891631648 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -93
1708891632769 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -74
1708891632769 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891633887 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708891633887 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -95
1708891635002 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -85
1708891635002 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891636119 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891637231 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891638336 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891639453 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -85
1708891642777 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -74
1708891642777 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891643881 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891643881 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -93
1708891643881 , 8ebc2114-4abd-ba0d-b7c6-ff0f0020001b , -78
1708891644989 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891644989 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -96
1708891646096 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891646096 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891647206 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -83
1708891647206 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891648310 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -83
1708891649424 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -82
1708891606134 , 08:10:86:98:96:93 , -74
1708891606134 , b6:7c:9c:cc:a0:28 , -86
1708891606135 , 50:c4:dd:c6:8f:37 , -74
1708891606135 , 74:03:bd:e1:55:37 , -90
1708891606135 , 10:66:82:7f:ca:16 , -76
1708891606135 , 38:e0:8e:cd:cd:3b , -87
1708891606135 , 30:f7:72:b7:4c:29 , -81
1708891606135 , 92:96:f3:40:13:52 , -81
1708891606135 , 50:c4:dd:c6:8f:30 , -71
1708891606135 , 08:10:86:98:70:f7 , -79
1708891613037 , 58:27:8c:a0:76:c1 , -81
1708891613038 , 08:10:86:98:96:93 , -78
1708891613038 , b6:7c:9c:cc:a0:28 , -86
1708891613038 , 50:c4:dd:c6:8f:37 , -70
1708891613038 , 74:03:bd:e1:55:37 , -90
1708891613038 , 10:66:82:7f:ca:16 , -75
1708891613038 , 08:10:86:98:a1:52 , -67
1708891613038 , 02:16:78:25:d0:d0 , -89
1708891613038 , 30:f7:72:b7:4c:28 , -69
1708891613038 , 12:66:82:7f:ca:16 , -75
1708891613038 , 98:f1:99:bc:62:82 , -79
1708891613038 , 92:96:f3:40:13:58 , -83
1708891613039 , 38:e0:8e:cd:cd:3b , -87
1708891613039 , 92:96:f3:40:13:53 , -80
1708891613039 , 30:f7:72:b7:4c:29 , -81
1708891613039 , 08:10:86:98:70:f6 , -75
1708891613039 , 92:96:f3:40:13:52 , -81
1708891613039 , 08:10:86:98:96:92 , -79
1708891613039 , 50:c4:dd:c6:8f:30 , -69
1708891613039 , 08:10:86:98:70:f7 , -80
1708891618379 , 58:27:8c:a0:76:c1 , -81
1708891618379 , 74:03:bd:e1:55:30 , -85
1708891618379 , 08:10:86:98:96:93 , -78
1708891618379 , b6:7c:9c:cc:a0:28 , -86
1708891618379 , d8:21:da:42:80:3c , -91
1708891618379 , 50:c4:dd:c6:8f:37 , -75
1708891618380 , 74:03:bd:e1:55:37 , -89
1708891618380 , 08:10:86:98:a1:53 , -90
1708891618380 , 10:66:82:7f:ca:16 , -75
1708891618380 , 08:10:86:98:a1:52 , -84
1708891618380 , 02:16:78:25:d0:d0 , -91
1708891618380 , 30:f7:72:b7:4c:28 , -69
1708891618380 , 12:66:82:7f:ca:16 , -75
1708891618380 , 98:f1:99:bc:62:82 , -79
1708891618380 , 92:96:f3:40:13:58 , -82
1708891618380 , 38:e0:8e:cd:cd:3b , -84
1708891618380 , 92:96:f3:40:13:53 , -82
1708891618380 , 30:f7:72:b7:4c:29 , -79
1708891618380 , 08:10:86:98:70:f6 , -75
1708891618380 , 92:96:f3:40:13:52 , -84
1708891618380 , 08:10:86:98:96:92 , -75
1708891618380 , 50:c4:dd:c6:8f:30 , -71
1708891618381 , 08:10:86:98:70:f7 , -80
1708891623181 , 58:27:8c:a0:76:c1 , -82
1708891623182 , 74:03:bd:e1:55:30 , -85
1708891623182 , 08:10:86:98:96:93 , -78
1708891623182 , b6:7c:9c:cc:a0:28 , -86
1708891623182 , d8:21:da:42:80:3c , -91
1708891623182 , 50:c4:dd:c6:8f:37 , -75
1708891623182 , 74:03:bd:e1:55:37 , -90
1708891623182 , 08:10:86:98:a1:53 , -92
1708891623182 , 10:66:82:7f:ca:16 , -75
1708891623182 , 08:10:86:98:a1:52 , -84
1708891623183 , 02:16:78:25:d0:d0 , -90
1708891623183 , 30:f7:72:b7:4c:28 , -69
1708891623183 , 12:66:82:7f:ca:16 , -74
1708891623183 , 98:f1:99:bc:62:82 , -80
1708891623183 , 92:96:f3:40:13:58 , -82
1708891623183 , 38:e0:8e:cd:cd:3b , -87
1708891623183 , 92:96:f3:40:13:53 , -84
1708891623183 , 30:f7:72:b7:4c:29 , -81
1708891623183 , 08:10:86:98:70:f6 , -75
1708891623183 , 92:96:f3:40:13:52 , -84
1708891623183 , 08:10:86:98:96:92 , -79
1708891623183 , 50:c4:dd:c6:8f:30 , -73
1708891623183 , 08:10:86:98:70:f7 , -81
1708891628240 , 58:27:8c:a0:76:c1 , -82
1708891628241 , 74:03:bd:e1:55:30 , -85
1708891628241 , 08:10:86:98:96:93 , -78
1708891628241 , b6:7c:9c:cc:a0:28 , -86
1708891628241 , d8:21:da:42:80:3c , -91
1708891628241 , 50:c4:dd:c6:8f:37 , -74
1708891628241 , 74:03:bd:e1:55:37 , -90
1708891628241 , 08:10:86:98:a1:53 , -91
1708891628241 , c0:06:c3:3c:1b:3b , -92
1708891628241 , 10:66:82:7f:ca:16 , -75
1708891628242 , 08:10:86:98:a1:52 , -84
1708891628242 , 02:16:78:25:d0:d0 , -91
1708891628242 , 30:f7:72:b7:4c:28 , -68
1708891628242 , 12:66:82:7f:ca:16 , -74
1708891628242 , 98:f1:99:bc:62:82 , -80
1708891628242 , 92:96:f3:40:13:58 , -82
1708891628242 , 38:e0:8e:cd:cd:3b , -87
1708891628242 , 92:96:f3:40:13:53 , -83
1708891628243 , 30:f7:72:b7:4c:29 , -81
1708891628243 , 08:10:86:98:70:f6 , -78
1708891628243 , 92:96:f3:40:13:52 , -84
1708891628243 , 08:10:86:98:96:92 , -79
1708891628243 , 50:c4:dd:c6:8f:30 , -74
1708891628243 , 08:10:86:98:70:f7 , -82
1708891633432 , 58:27:8c:a0:76:c1 , -82
1708891633432 , 74:03:bd:e1:55:30 , -83
1708891633433 , 08:10:86:98:96:93 , -79
1708891633433 , b6:7c:9c:cc:a0:28 , -86
1708891633433 , d8:21:da:42:80:3c , -91
1708891633433 , 50:c4:dd:c6:8f:37 , -75
1708891633433 , 12:bb:f3:88:15:24 , -87
1708891633433 , 74:03:bd:e1:55:37 , -90
1708891633433 , 08:10:86:98:a1:53 , -92
1708891633433 , c0:06:c3:3c:1b:3b , -92
1708891633433 , 10:66:82:7f:ca:16 , -75
1708891633433 , 08:10:86:98:a1:52 , -84
1708891633433 , 02:16:78:25:d0:d0 , -90
1708891633433 , 30:f7:72:b7:4c:28 , -68
1708891633433 , 12:66:82:7f:ca:16 , -74
1708891633433 , 98:f1:99:bc:62:82 , -80
1708891633433 , 92:96:f3:40:13:58 , -82
1708891633433 , 38:e0:8e:cd:cd:3b , -87
1708891633433 , 92:96:f3:40:13:53 , -83
1708891633433 , 30:f7:72:b7:4c:29 , -81
1708891633433 , 08:10:86:98:70:f6 , -78
1708891633433 , 92:96:f3:40:13:52 , -83
1708891633433 , 08:10:86:98:96:92 , -79
1708891633433 , 50:c4:dd:c6:8f:30 , -69
1708891633433 , 08:10:86:98:70:f7 , -81
1708891638360 , 58:27:8c:a0:76:c1 , -80
1708891638361 , 74:03:bd:e1:55:30 , -84
1708891638361 , 08:10:86:98:96:93 , -78
1708891638361 , b6:7c:9c:cc:a0:28 , -86
1708891638361 , d8:21:da:42:80:3c , -91
1708891638361 , 50:c4:dd:c6:8f:37 , -75
1708891638361 , 12:bb:f3:88:15:24 , -87
1708891638361 , 74:03:bd:e1:55:37 , -91
1708891638361 , 08:10:86:98:a1:53 , -91
1708891638361 , c0:06:c3:3c:1b:3b , -85
1708891638361 , 10:66:82:7f:ca:16 , -77
1708891638361 , 08:10:86:98:a1:52 , -84
1708891638361 , 02:16:78:25:d0:d0 , -90
1708891638361 , 30:f7:72:b7:4c:28 , -70
1708891638361 , 12:66:82:7f:ca:16 , -74
1708891638361 , 98:f1:99:bc:62:82 , -80
1708891638361 , 92:96:f3:40:13:58 , -82
1708891638362 , 38:e0:8e:cd:cd:3b , -84
1708891638362 , 92:96:f3:40:13:53 , -84
1708891638362 , 30:f7:72:b7:4c:29 , -79
1708891638362 , 08:10:86:98:70:f6 , -79
1708891638362 , 92:96:f3:40:13:52 , -83
1708891638362 , 08:10:86:98:96:92 , -76
1708891638362 , 50:c4:dd:c6:8f:30 , -70
1708891638362 , 08:10:86:98:70:f7 , -79
1708891643566 , 58:27:8c:a0:76:c1 , -80
1708891643566 , 74:03:bd:e1:55:30 , -86
1708891643566 , 08:10:86:98:96:93 , -78
1708891643566 , b6:7c:9c:cc:a0:28 , -86
1708891643566 , d8:21:da:42:80:3c , -91
1708891643566 , 58:27:8c:90:49:51 , -89
1708891643566 , 50:c4:dd:c6:8f:37 , -75
1708891643566 , 12:bb:f3:88:15:24 , -87
1708891643566 , 74:03:bd:e1:55:37 , -91
1708891643566 , 08:10:86:98:a1:53 , -91
1708891643566 , c0:06:c3:3c:1b:3b , -85
1708891643566 , 10:66:82:7f:ca:16 , -75
1708891643566 , 08:10:86:98:a1:52 , -85
1708891643566 , 02:16:78:25:d0:d0 , -89
1708891643566 , 30:f7:72:b7:4c:28 , -69
1708891643566 , 12:66:82:7f:ca:16 , -74
1708891643566 , 98:f1:99:bc:62:82 , -80
1708891643566 , 92:96:f3:40:13:58 , -82
1708891643566 , 38:e0:8e:cd:cd:3b , -84
1708891643566 , 92:96:f3:40:13:53 , -82
1708891643566 , 30:f7:72:b7:4c:29 , -81
1708891643566 , 08:10:86:98:70:f6 , -77
1708891643566 , 92:96:f3:40:13:52 , -80
1708891643566 , 08:10:86:98:96:92 , -81
1708891643566 , 50:c4:dd:c6:8f:30 , -70
1708891643566 , 08:10:86:98:70:f7 , -79
1708891648573 , 58:27:8c:a0:76:c1 , -80
1708891648573 , 6a:db:f5:00:eb:9f , -87
1708891648573 , 74:03:bd:e1:55:30 , -88
1708891648573 , 08:10:86:98:96:93 , -74
1708891648573 , d8:21:da:42:80:3c , -91
1708891648573 , 58:27:8c:90:49:51 , -89
1708891648573 , 50:c4:dd:c6:8f:37 , -73
1708891648573 , 12:bb:f3:88:15:24 , -87
1708891648573 , 74:03:bd:e1:55:37 , -90
1708891648573 , 08:10:86:98:a1:53 , -91
1708891648573 , c0:06:c3:3c:1b:3b , -85
1708891648574 , 10:66:82:7f:ca:16 , -75
1708891648574 , 08:10:86:98:a1:52 , -85
1708891648574 , 02:16:78:25:d0:d0 , -91
1708891648574 , 30:f7:72:b7:4c:28 , -70
1708891648574 , 12:66:82:7f:ca:16 , -74
1708891648574 , 98:f1:99:bc:62:82 , -80
1708891648574 , 92:96:f3:40:13:58 , -82
1708891648574 , 38:e0:8e:cd:cd:3b , -85
1708891648574 , 92:96:f3:40:13:53 , -82
1708891648574 , 30:f7:72:b7:4c:29 , -84
1708891648574 , 08:10:86:98:70:f6 , -77
1708891648574 , 92:96:f3:40:13:52 , -80
1708891648574 , 08:10:86:98:96:92 , -75
1708891648574 , 50:c4:dd:c6:8f:30 , -68
1708891648574 , 08:10:86:98:70:f7 , -78

